1,5,0.000033,4
1,5,0.000033,3
1,5,0.000034,2
1,5,0.000031,1
1,5,0.000576,0
1,5,0.000022,29
1,5,0.000031,28
1,5,0.000028,27
1,5,0.000031,26
1,5,0.000032,25
1,5,0.000028,24
1,5,0.000031,23
1,5,0.000032,22
1,5,0.000027,21
1,5,0.000031,20
1,5,0.000032,19
1,5,0.000032,18
1,5,0.000032,17
1,5,0.000033,16
1,5,0.000039,15
1,5,0.000033,14
1,5,0.000033,13
1,5,0.000032,12
1,5,0.000033,11
1,5,0.000032,10
1,5,0.000032,9
1,5,0.000034,8
1,5,0.000047,7
1,5,0.000032,6
1,5,0.000031,5
1,5,0.000032,4
1,5,0.000033,3
1,5,0.000074,2
1,5,0.000033,1
1,5,0.000283,0
1,5,0.000030,29
1,5,0.000030,28
1,5,0.000038,27
1,5,0.000032,26
1,5,0.000047,25
1,5,0.000062,24
1,5,0.000030,23
1,5,0.000028,22
1,5,0.000029,21
1,5,0.000030,20
1,5,0.000038,19
1,5,0.000058,18
1,5,0.000043,17
1,5,0.000034,16
1,5,0.000046,15
1,5,0.000053,14
1,5,0.000055,13
1,5,0.000030,12
1,5,0.000029,11
1,5,0.000036,10
1,5,0.000029,9
1,5,0.000036,8
1,5,0.000034,7
1,5,0.000032,6
1,5,0.000035,5
1,5,0.000034,4
1,5,0.000039,3
1,5,0.000040,2
1,5,0.000033,1
1,5,0.000259,0
1,5,0.000044,29
1,5,0.000049,28
1,5,0.000046,27
1,5,0.000046,26
1,5,0.000044,25
1,5,0.000043,24
1,5,0.000045,23
1,5,0.000051,22
1,5,0.000045,21
1,5,0.000050,20
1,5,0.000045,19
1,5,0.000043,18
1,5,0.000054,17
1,5,0.000050,16
1,5,0.000044,15
1,5,0.000045,14
1,5,0.000051,13
1,5,0.000045,12
1,5,0.000043,11
1,5,0.000044,10
1,5,0.000051,9
1,5,0.000045,8
1,5,0.000046,7
1,5,0.000043,6
1,5,0.000047,5
1,5,0.000051,4
1,5,0.000050,3
1,5,0.000051,2
1,5,0.000045,1
1,5,0.000123,0
1,5,0.000029,29
1,5,0.000030,28
1,5,0.000029,27
1,5,0.000030,26
1,5,0.000029,25
1,5,0.000030,24
1,5,0.000029,23
1,5,0.000028,22
1,5,0.000030,21
1,5,0.000030,20
1,5,0.000030,19
1,5,0.000030,18
1,5,0.000030,17
1,5,0.000030,16
1,5,0.000034,15
1,5,0.000037,14
1,5,0.000035,13
1,5,0.000036,12
1,5,0.000032,11
1,5,0.000034,10
1,5,0.000032,9
1,5,0.000033,8
1,5,0.000030,7
1,5,0.000034,6
1,5,0.000038,5
1,5,0.000038,4
1,5,0.000038,3
1,5,0.000039,2
1,5,0.000032,1
1,5,0.000322,0
1,10,0.000066,29
1,10,0.000062,28
1,10,0.000066,27
1,10,0.000063,26
1,10,0.000067,25
1,10,0.000071,24
1,10,0.000066,23
1,10,0.000071,22
1,10,0.000062,21
1,10,0.000066,20
1,10,0.000078,19
1,10,0.000066,18
1,10,0.000066,17
1,10,0.000062,16
1,10,0.000066,15
1,10,0.000066,14
1,10,0.000065,13
1,10,0.000065,12
1,10,0.000066,11
1,10,0.000066,10
1,10,0.000077,9
1,10,0.000071,8
1,10,0.000066,7
1,10,0.000071,6
1,10,0.000071,5
1,10,0.000066,4
