3,18,0.000287,4
3,18,0.000267,3
3,18,0.000246,2
3,18,0.000381,1
3,18,0.028599,0
3,5,0.000017,24
3,5,0.000004,23
3,5,0.000007,22
3,5,0.000012,21
3,5,0.000013,20
3,5,0.000013,19
3,5,0.000013,18
3,5,0.000013,17
3,5,0.000013,16
3,5,0.000013,15
3,5,0.000013,14
3,5,0.000013,13
3,5,0.000013,12
3,5,0.000012,11
3,5,0.000013,10
3,5,0.000015,9
3,5,0.000013,8
3,5,0.000013,7
3,5,0.000013,6
3,5,0.000013,5
3,5,0.000014,4
3,5,0.000013,3
3,5,0.000014,2
3,5,0.000016,1
3,5,0.000170,0
3,5,0.000017,24
3,5,0.000005,23
3,5,0.000005,22
3,5,0.000006,21
3,5,0.000005,20
3,5,0.000006,19
3,5,0.000006,18
3,5,0.000007,17
3,5,0.000007,16
3,5,0.000006,15
3,5,0.000005,14
3,5,0.000004,13
3,5,0.000005,12
3,5,0.000005,11
3,5,0.000004,10
3,5,0.000005,9
3,5,0.000005,8
3,5,0.000005,7
3,5,0.000006,6
3,5,0.000007,5
3,5,0.000006,4
3,5,0.000006,3
3,5,0.000007,2
3,5,0.000008,1
3,5,0.000187,0
3,5,0.000005,24
3,5,0.000011,23
3,5,0.000010,22
3,5,0.000010,21
3,5,0.000009,20
3,5,0.000009,19
3,5,0.000010,18
3,5,0.000009,17
3,5,0.000010,16
3,5,0.000009,15
3,5,0.000009,14
3,5,0.000010,13
3,5,0.000010,12
3,5,0.000010,11
3,5,0.000010,10
3,5,0.000009,9
3,5,0.000009,8
3,5,0.000010,7
3,5,0.000011,6
3,5,0.000011,5
3,5,0.000010,4
3,5,0.000009,3
3,5,0.000010,2
3,5,0.000012,1
3,5,0.000337,0
3,5,0.000007,24
3,5,0.000007,23
3,5,0.000007,22
3,5,0.000007,21
3,5,0.000007,20
3,5,0.000007,19
3,5,0.000007,18
3,5,0.000007,17
3,5,0.000006,16
3,5,0.000007,15
3,5,0.000008,14
3,5,0.000007,13
3,5,0.000007,12
3,5,0.000007,11
3,5,0.000007,10
3,5,0.000007,9
3,5,0.000007,8
3,5,0.000007,7
3,5,0.000007,6
3,5,0.000007,5
3,5,0.000007,4
3,5,0.000007,3
3,5,0.000007,2
3,5,0.000008,1
3,5,0.000102,0
3,5,0.000011,24
3,5,0.000011,23
3,5,0.000011,22
3,5,0.000012,21
3,5,0.000011,20
3,5,0.000013,19
3,5,0.000012,18
3,5,0.000013,17
3,5,0.000013,16
3,5,0.000012,15
3,5,0.000012,14
3,5,0.000012,13
3,5,0.000012,12
3,5,0.000012,11
3,5,0.000014,10
3,5,0.000007,9
3,5,0.000007,8
3,5,0.000006,7
3,5,0.000006,6
3,5,0.000006,5
3,5,0.000008,4
3,5,0.000007,3
3,5,0.000007,2
3,5,0.000009,1
3,5,0.000135,0
3,10,0.000073,24
3,10,0.000039,23
3,10,0.000092,22
3,10,0.000090,21
3,10,0.000115,20
3,10,0.000097,19
3,10,0.000099,18
3,10,0.000100,17
3,10,0.000087,16
3,10,0.000091,15
3,10,0.000091,14
3,10,0.000094,13
3,10,0.000094,12
3,10,0.000093,11
3,10,0.000096,10
3,10,0.000093,9
3,10,0.000091,8
3,10,0.000099,7
3,10,0.000093,6
3,10,0.000093,5
3,10,0.000106,4
3,10,0.000092,3
3,10,0.000095,2
3,10,0.000107,1
3,10,0.003392,0
3,10,0.000082,24
3,10,0.000049,23
3,10,0.000045,22
3,10,0.000048,21
3,10,0.000051,20
3,10,0.000049,19
3,10,0.000049,18
3,10,0.000049,17
3,10,0.000048,16
3,10,0.000050,15
3,10,0.000050,14
3,10,0.000051,13
3,10,0.000047,12
3,10,0.000051,11
3,10,0.000045,10
3,10,0.000051,9
3,10,0.000047,8
3,10,0.000048,7
3,10,0.000050,6
3,10,0.000053,5
3,10,0.000049,4
3,10,0.000051,3
3,10,0.000053,2
3,10,0.000052,1
3,10,0.007759,0
3,10,0.000069,24
3,10,0.000041,23
3,10,0.000044,22
3,10,0.000041,21
3,10,0.000056,20
3,10,0.000041,19
3,10,0.000041,18
3,10,0.000044,17
3,10,0.000041,16
3,10,0.000041,15
3,10,0.000039,14
3,10,0.000042,13
3,10,0.000042,12
3,10,0.000044,11
3,10,0.000040,10
3,10,0.000044,9
3,10,0.000042,8
3,10,0.000041,7
3,10,0.000041,6
3,10,0.000042,5
3,10,0.000131,4
3,10,0.000099,3
3,10,0.000101,2
3,10,0.000107,1
3,10,0.005066,0
3,10,0.000217,24
3,10,0.000136,23
3,10,0.000036,22
3,10,0.000035,21
3,10,0.000043,20
3,10,0.000035,19
3,10,0.000037,18
3,10,0.000034,17
3,10,0.000034,16
3,10,0.000400,15
3,10,0.000034,14
3,10,0.000034,13
3,10,0.000034,12
3,10,0.000038,11
3,10,0.000035,10
3,10,0.000035,9
3,10,0.000035,8
3,10,0.000033,7
3,10,0.000036,6
3,10,0.000036,5
3,10,0.000036,4
3,10,0.000035,3
3,10,0.000039,2
3,10,0.000187,1
3,10,0.002023,0
3,10,0.000070,24
3,10,0.000045,23
3,10,0.000041,22
3,10,0.000043,21
3,10,0.000054,20
3,10,0.000043,19
3,10,0.000044,18
3,10,0.000044,17
3,10,0.000043,16
3,10,0.000039,15
3,10,0.000043,14
3,10,0.000043,13
3,10,0.000042,12
3,10,0.000046,11
3,10,0.000044,10
3,10,0.000043,9
3,10,0.000044,8
3,10,0.000042,7
3,10,0.000045,6
3,10,0.000093,5
3,10,0.000113,4
3,10,0.000095,3
3,10,0.000103,2
3,10,0.000101,1
3,10,0.003772,0
3,10,0.000048,24
3,10,0.000036,23
3,10,0.000036,22
3,10,0.000035,21
3,10,0.000043,20
3,10,0.000036,19
3,10,0.000036,18
3,10,0.000038,17
3,10,0.000034,16
3,10,0.000036,15
3,10,0.000038,14
3,10,0.000084,13
3,10,0.000081,12
3,10,0.000083,11
3,10,0.000084,10
3,10,0.000081,9
3,10,0.000085,8
3,10,0.000085,7
3,10,0.000084,6
3,10,0.000084,5
3,10,0.000090,4
3,10,0.000084,3
3,10,0.000080,2
3,10,0.000086,1
3,10,0.001902,0
3,15,0.000258,24
3,15,0.000223,23
3,15,0.000226,22
3,15,0.000231,21
3,15,0.000221,20
3,15,0.000223,19
3,15,0.000226,18
3,15,0.000213,17
3,15,0.000230,16
3,15,0.000225,15
3,15,0.000225,14
3,15,0.000230,13
3,15,0.000230,12
3,15,0.000205,11
3,15,0.000218,10
3,15,0.000233,9
3,15,0.000312,8
3,15,0.000227,7
3,15,0.000221,6
3,15,0.000215,5
3,15,0.000232,4
3,15,0.000216,3
3,15,0.000220,2
3,15,0.000263,1
3,15,0.012631,0
3,15,0.000298,24
3,15,0.000256,23
3,15,0.000222,22
3,15,0.000224,21
3,15,0.000226,20
3,15,0.000289,19
3,15,0.000260,18
3,15,0.000220,17
3,15,0.000264,16
3,15,0.000294,15
3,15,0.000239,14
3,15,0.000226,13
3,15,0.000248,12
3,15,0.000250,11
3,15,0.000279,10
3,15,0.000233,9
3,15,0.000223,8
3,15,0.000224,7
3,15,0.000120,6
3,15,0.000124,5
3,15,0.000132,4
3,15,0.000118,3
3,15,0.000121,2
3,15,0.000156,1
3,15,0.016704,0
3,15,0.000234,24
3,15,0.000148,23
3,15,0.000150,22
3,15,0.000146,21
3,15,0.000148,20
3,15,0.000150,19
3,15,0.000150,18
3,15,0.000148,17
3,15,0.000159,16
3,15,0.000147,15
3,15,0.000147,14
3,15,0.000152,13
3,15,0.000146,12
3,15,0.000148,11
3,15,0.000149,10
3,15,0.000151,9
3,15,0.000152,8
3,15,0.000149,7
3,15,0.000148,6
3,15,0.000153,5
